id_pedido;fecha_pedido;id_cliente;id_producto;unidades;canal;transportista;prioridad;distancia_km;dias_prometidos;stock_al_pedido;coste_envio;importe_pedido;fecha_entrega_prevista;fecha_entrega_real;entrega_tarde
50684;16/04/2025;10183;20035;2;Tienda;Gopack;Normal;554;5;22;11,98;422,94;21/04/2025;21/04/2025;0
50685;28/10/2025;10240;20005;4;App;Blueship;Normal;5;2;34;2,55;778,4;30/10/2025;30/10/2025;0
50686;01/01/2026;10219;20067;1;Web;Blueship;Normal;258;5;20;6,79;364,61;06/01/2026;07/01/2026;1
50687;04/01/2026;10235;20028;4;Tienda;Gopack;Normal;532;2;25;12,94;290,4;06/01/2026;12/01/2026;1
50688;17/05/2025;10167;20003;1;Web;Rapidex;Normal;465;3;8;7,55;255,42;20/05/2025;24/05/2025;1
50689;29/04/2026;10208;20039;4;Web;Rapidex;Alta;434;2;30;12,42;394;01/05/2026;07/05/2026;1
50690;15/09/2025;10165;20013;2;Web;Blueship;Normal;606;1;35;15,98;115,38;16/09/2025;22/09/2025;1
50691;24/05/2025;10211;20025;2;Tienda;Rapidex;Normal;527;5;22;12,05;643,98;29/05/2025;29/05/2025;0
50692;19/02/2025;10102;20028;4;Tienda;Blueship;Normal;580;2;21;13,3;290,4;21/02/2025;21/02/2025;0
50693;08/02/2026;10085;20010;1;Web;Gopack;Alta;230;3;11;6,36;181,15;11/02/2026;11/02/2026;0
50694;25/03/2025;10001;20009;4;Web;Blueship;Normal;166;3;31;8,2;1576,12;28/03/2025;28/03/2025;0
50695;26/06/2025;10083;20075;5;Tienda;Rapidex;Normal;27;1;4;6,74;926,7;27/06/2025;27/06/2025;0
50696;29/06/2026;10203;20051;4;App;Rapidex;Normal;116;5;27;9,16;1314,92;04/07/2026;04/07/2026;0
50697;06/09/2025;10233;20061;5;App;Blueship;Alta;206;1;10;11,25;1534,2;07/09/2025;10/09/2025;1
50698;04/09/2025;10056;20027;3;Tienda;Transnova;Normal;5;5;9;4,22;342,06;09/09/2025;09/09/2025;0
50699;22/08/2025;10254;20061;5;Web;Transnova;Normal;501;4;7;12,01;1534,2;26/08/2025;31/08/2025;1
50700;21/12/2025;10254;20061;4;App;Rapidex;Normal;193;3;14;7,1;1227,36;24/12/2025;24/12/2025;0
50701;26/11/2025;10199;20053;2;Web;Blueship;Normal;657;1;24;12,15;725,86;27/11/2025;03/12/2025;1
50702;14/06/2025;10045;20045;2;App;Gopack;Alta;234;2;24;8,81;569,72;16/06/2025;16/06/2025;0
50703;06/09/2025;10233;20068;1;App;Blueship;Normal;22;2;15;2,5;129,39;08/09/2025;08/09/2025;0
50704;30/05/2026;10006;20005;3;Tienda;Rapidex;Alta;363;3;20;8,85;583,8;02/06/2026;07/06/2026;1
50705;04/03/2025;10110;20004;4;App;Transnova;Normal;304;5;19;8,02;1495,68;09/03/2025;11/03/2025;1
50706;20/07/2025;10231;20026;5;App;Rapidex;Normal;5;1;30;6,7;289,05;21/07/2025;21/07/2025;0
50707;16/07/2025;10230;20025;5;Web;Rapidex;Alta;174;5;8;10,89;1609,95;21/07/2025;21/07/2025;0
50708;09/06/2026;10060;20058;3;App;Gopack;Normal;45;4;5;9,53;323,07;13/06/2026;13/06/2026;0
50709;13/11/2025;10142;20031;5;Tienda;Transnova;Normal;400;3;11;12,69;170,6;16/11/2025;16/11/2025;0
50710;15/04/2025;10078;20073;3;App;Transnova;Normal;5;3;19;9,91;1120,35;18/04/2025;18/04/2025;0
50711;16/03/2025;10104;20035;2;Tienda;Blueship;Normal;126;1;24;5,47;422,94;17/03/2025;17/03/2025;0
50712;14/05/2026;10137;20032;2;Tienda;Transnova;Normal;369;5;8;11,67;290,74;19/05/2026;20/05/2026;1
50713;02/03/2026;10118;20021;1;Web;Rapidex;Alta;346;5;18;9,9;144,15;07/03/2026;10/03/2026;1
50714;18/04/2026;10141;20034;3;Tienda;Gopack;Normal;301;5;17;12,45;770,46;23/04/2026;23/04/2026;0
50715;05/03/2025;10098;20052;3;Web;Transnova;Normal;5;1;23;7,14;197,58;06/03/2025;06/03/2025;0
50716;30/01/2025;10253;20021;1;Web;Rapidex;Normal;423;4;15;8,06;144,15;03/02/2025;03/02/2025;0
50717;24/04/2026;10146;20044;5;Web;Transnova;Normal;582;2;30;13,68;440,1;26/04/2026;29/04/2026;1
50718;29/06/2026;10049;20003;4;Web;Gopack;Normal;404;4;25;11,33;1021,68;03/07/2026;03/07/2026;0
50719;11/12/2025;10177;20038;5;Tienda;Rapidex;Normal;5;4;35;7,3;652,2;15/12/2025;15/12/2025;0
50720;24/05/2025;10125;20064;2;Web;Gopack;Normal;516;4;22;10,18;786,28;28/05/2025;03/06/2025;1
50721;08/01/2026;10178;20017;2;Tienda;Blueship;Normal;318;4;25;11,39;90,52;12/01/2026;16/01/2026;1
50722;09/02/2025;10018;20002;2;App;Gopack;Normal;310;4;33;12,13;200,92;13/02/2025;13/02/2025;0
50723;07/05/2025;10209;20003;2;Tienda;Blueship;Alta;95;1;33;4,39;510,84;08/05/2025;08/05/2025;0
50724;06/05/2025;10236;20024;2;Web;Blueship;Normal;248;5;13;11,82;415;11/05/2025;14/05/2025;1
50725;30/06/2026;10168;20065;4;Tienda;Transnova;Normal;270;5;29;14,3;582,48;05/07/2026;05/07/2026;0
50726;03/02/2026;10205;20007;3;Web;Gopack;Normal;369;5;9;11,54;365,91;08/02/2026;08/02/2026;0
50727;25/08/2025;10252;20028;1;App;Rapidex;Normal;256;1;26;7,97;72,6;26/08/2025;26/08/2025;0
50728;18/10/2025;10007;20042;4;Web;Rapidex;Normal;501;2;6;8,81;753,64;20/10/2025;23/10/2025;1
50729;24/10/2025;10186;20045;4;Tienda;Blueship;Normal;405;5;27;12,81;1139,44;29/10/2025;30/10/2025;1
50730;11/01/2025;10065;20035;1;App;Transnova;Normal;368;4;6;10,25;211,47;15/01/2025;18/01/2025;1
50731;01/07/2026;10070;20041;5;Web;Blueship;Normal;299;2;10;12,92;310,85;03/07/2026;04/07/2026;1
50732;12/04/2025;10137;20030;4;Tienda;Transnova;Normal;306;1;3;8,65;1209,76;13/04/2025;16/04/2025;1
50733;26/10/2025;10133;20020;2;App;Blueship;Normal;265;2;14;11,13;549,02;28/10/2025;29/10/2025;1
50734;24/04/2025;10231;20066;3;Tienda;Transnova;Normal;263;4;15;10,83;947,97;28/04/2025;29/04/2025;1
50735;15/11/2025;10036;20007;5;Tienda;Rapidex;Normal;182;4;14;11,09;609,85;19/11/2025;20/11/2025;1
50736;12/02/2026;10004;20038;1;App;Rapidex;Normal;6;3;9;2,5;130,44;15/02/2026;15/02/2026;0
50737;27/01/2026;10256;20051;1;Web;Rapidex;Normal;484;4;36;12,02;328,73;31/01/2026;31/01/2026;0
50738;06/02/2025;10145;20069;1;Web;Rapidex;Normal;332;1;21;6,28;296,09;07/02/2025;09/02/2025;1
50739;27/11/2025;10211;20031;3;App;Blueship;Normal;176;4;4;9,26;102,36;01/12/2025;03/12/2025;1
50740;05/05/2026;10092;20060;2;Tienda;Transnova;Alta;102;3;13;4,44;299,1;08/05/2026;08/05/2026;0
50741;07/02/2025;10229;20031;1;Web;Rapidex;Normal;5;2;36;3,01;34,12;09/02/2025;13/02/2025;1
50742;20/04/2025;10123;20042;4;App;Transnova;Alta;5;4;17;6;753,64;24/04/2025;24/04/2025;0
50743;14/05/2025;10166;20044;1;App;Gopack;Alta;202;1;7;2,58;88,02;15/05/2025;15/05/2025;0
50744;16/05/2026;10120;20056;3;Web;Gopack;Normal;635;3;17;11,54;275,91;19/05/2026;25/05/2026;1
50745;25/01/2025;10186;20048;3;Web;Transnova;Normal;435;4;17;9,3;719,22;29/01/2025;01/02/2025;1
50746;04/12/2025;10059;20060;4;Web;Gopack;Normal;239;4;27;10,44;598,2;08/12/2025;09/12/2025;1
50747;01/07/2026;10151;20055;4;App;Rapidex;Normal;389;4;13;7,98;1537;05/07/2026;05/07/2026;0
50748;12/05/2025;10149;20020;5;Tienda;Blueship;Normal;5;1;16;5,31;1372,55;13/05/2025;14/05/2025;1
50749;25/05/2026;10060;20062;5;App;Rapidex;Normal;587;1;2;16,24;715,95;26/05/2026;01/06/2026;1
50750;01/07/2025;10203;20002;4;Tienda;Transnova;Normal;261;5;26;10,67;401,84;06/07/2025;09/07/2025;1
50751;20/03/2026;10170;20048;2;Web;Transnova;Normal;217;5;14;3,9;479,48;25/03/2026;25/03/2026;0
50752;26/03/2025;10094;20016;2;Tienda;Blueship;Normal;367;2;31;10,29;23,02;28/03/2025;31/03/2025;1
50753;13/11/2025;10164;20058;4;Tienda;Gopack;Normal;449;5;17;14,83;430,76;18/11/2025;18/11/2025;0
50754;08/02/2025;10153;20012;4;App;Rapidex;Alta;182;5;23;8,26;110,72;13/02/2025;13/02/2025;0
50755;15/08/2025;10223;20064;3;Tienda;Gopack;Normal;305;4;21;8,2;1179,42;19/08/2025;19/08/2025;0
50756;25/12/2025;10205;20074;3;Tienda;Gopack;Normal;282;4;34;6,89;788,22;29/12/2025;29/12/2025;0
50757;29/12/2025;10188;20054;5;Tienda;Transnova;Normal;317;1;29;11,69;447,8;30/12/2025;01/01/2026;1
50758;17/01/2026;10174;20067;5;Tienda;Transnova;Normal;402;5;25;10,86;1823,05;22/01/2026;28/01/2026;1
50759;09/05/2026;10017;20038;1;Web;Rapidex;Normal;82;3;22;2,93;130,44;12/05/2026;12/05/2026;0
50760;10/07/2025;10245;20066;5;Web;Gopack;Normal;383;2;32;12,79;1579,95;12/07/2025;16/07/2025;1
50761;16/08/2025;10175;20052;3;Web;Gopack;Alta;5;2;21;5,58;197,58;18/08/2025;18/08/2025;0
50762;26/01/2025;10160;20039;3;Web;Rapidex;Normal;480;5;12;9,27;295,5;31/01/2025;06/02/2025;1
50763;09/03/2025;10186;20003;4;Tienda;Transnova;Normal;202;3;13;7,2;1021,68;12/03/2025;12/03/2025;0
50764;13/09/2025;10095;20028;4;Web;Gopack;Alta;330;1;24;11,15;290,4;14/09/2025;16/09/2025;1
50765;16/08/2025;10087;20025;2;Tienda;Blueship;Normal;142;2;30;5,83;643,98;18/08/2025;18/08/2025;0
50766;05/01/2025;10141;20016;4;App;Gopack;Normal;468;4;2;14,76;46,04;09/01/2025;13/01/2025;1
50767;09/08/2025;10146;20055;2;App;Blueship;Alta;580;1;6;11,04;768,5;10/08/2025;15/08/2025;1
50768;03/06/2026;10023;20058;3;App;Transnova;Normal;430;1;0;11,15;323,07;04/06/2026;09/06/2026;1
50769;09/04/2026;10119;20055;5;App;Blueship;Normal;227;3;12;13,04;1921,25;12/04/2026;15/04/2026;1
50770;15/02/2025;10063;20038;3;App;Gopack;Normal;351;3;14;12,82;391,32;18/02/2025;20/02/2025;1
50771;04/04/2025;10157;20002;2;Web;Rapidex;Normal;204;1;21;7,74;200,92;05/04/2025;05/04/2025;0
50772;11/01/2026;10016;20026;4;Web;Blueship;Normal;369;2;9;8,03;231,24;13/01/2026;15/01/2026;1
50773;03/03/2026;10142;20011;2;Web;Transnova;Normal;307;5;11;9,59;662,4;08/03/2026;11/03/2026;1
50774;18/01/2026;10122;20063;4;App;Blueship;Normal;510;5;12;11,53;946,2;23/01/2026;23/01/2026;0
50775;18/05/2026;10022;20070;1;App;Rapidex;Normal;503;1;15;10,53;342,18;19/05/2026;20/05/2026;1
50776;14/03/2026;10204;20031;5;App;Transnova;Normal;11;2;36;9,86;170,6;16/03/2026;16/03/2026;0
50777;16/07/2025;10256;20039;2;App;Rapidex;Normal;427;3;31;7,27;197;19/07/2025;19/07/2025;0
50778;02/05/2026;10199;20062;5;App;Blueship;Normal;136;3;12;9;715,95;05/05/2026;05/05/2026;0
50779;14/03/2026;10189;20048;1;App;Blueship;Normal;464;1;25;9,88;239,74;15/03/2026;18/03/2026;1
50780;04/03/2025;10157;20068;5;Tienda;Gopack;Alta;136;2;10;13,24;646,95;06/03/2025;12/03/2025;1
50781;07/01/2025;10220;20035;3;App;Blueship;Normal;406;4;16;9,73;634,41;11/01/2025;15/01/2025;1
50782;10/09/2025;10031;20058;2;App;Gopack;Normal;71;2;21;4,01;215,38;12/09/2025;12/09/2025;0
50783;10/04/2025;10129;20039;1;App;Blueship;Alta;542;3;10;10,91;98,5;13/04/2025;14/04/2025;1
50784;07/11/2025;10158;20068;4;App;Rapidex;Normal;322;5;18;12,06;517,56;12/11/2025;16/11/2025;1
50785;07/03/2025;10231;20044;1;Web;Blueship;Normal;833;2;15;12,94;88,02;09/03/2025;15/03/2025;1
50786;01/11/2025;10129;20004;1;Web;Rapidex;Normal;413;3;16;11,53;373,92;04/11/2025;04/11/2025;0
50787;24/10/2025;10254;20071;4;Tienda;Gopack;Alta;323;1;18;12,71;1175,24;25/10/2025;29/10/2025;1
50788;14/09/2025;10209;20015;1;Tienda;Rapidex;Normal;370;1;3;8,34;167,39;15/09/2025;20/09/2025;1
50789;10/02/2026;10069;20020;3;Web;Gopack;Normal;327;5;17;12,18;823,53;15/02/2026;15/02/2026;0
50790;14/01/2025;10061;20062;1;Tienda;Gopack;Normal;646;2;7;11,33;143,19;16/01/2025;18/01/2025;1
50791;10/07/2025;10118;20021;4;App;Transnova;Normal;493;1;14;13,84;576,6;11/07/2025;13/07/2025;1
50792;09/03/2025;10219;20060;4;Tienda;Transnova;Normal;218;3;19;10,98;598,2;12/03/2025;12/03/2025;0
50793;29/09/2025;10211;20036;4;Tienda;Rapidex;Normal;383;4;20;10,26;992,8;03/10/2025;09/10/2025;1
50794;03/06/2026;10115;20075;5;App;Gopack;Alta;314;4;14;11,29;926,7;07/06/2026;13/06/2026;1
50795;17/04/2026;10191;20018;5;Web;Blueship;Normal;416;2;29;13,14;713,4;19/04/2026;19/04/2026;0
50796;23/04/2026;10033;20006;3;Web;Gopack;Alta;146;2;22;5,24;145,98;25/04/2026;25/04/2026;0
50797;03/05/2025;10120;20024;4;App;Transnova;Normal;318;2;0;9,06;830;05/05/2025;08/05/2025;1
50798;24/06/2025;10115;20032;1;Tienda;Blueship;Alta;39;2;26;3,84;145,37;26/06/2025;26/06/2025;0
50799;07/03/2025;10095;20022;2;Tienda;Gopack;Normal;179;4;19;7,25;279,26;11/03/2025;11/03/2025;0
50800;24/07/2025;10043;20061;4;App;Blueship;Normal;144;5;9;9,86;1227,36;29/07/2025;29/07/2025;0
50801;22/10/2025;10207;20060;3;Web;Gopack;Alta;408;5;33;12,54;448,65;27/10/2025;28/10/2025;1
50802;03/10/2025;10103;20058;4;Tienda;Gopack;Alta;5;1;38;6,58;430,76;04/10/2025;04/10/2025;0
50803;23/07/2025;10204;20075;2;Web;Gopack;Normal;499;1;10;11,22;370,68;24/07/2025;24/07/2025;0
50804;19/02/2025;10089;20049;2;App;Gopack;Normal;129;3;9;3,87;266,44;22/02/2025;22/02/2025;0
50805;30/09/2025;10113;20013;5;Web;Rapidex;Normal;5;5;4;11,02;288,45;05/10/2025;05/10/2025;0
50806;23/06/2026;10222;20041;2;App;Rapidex;Normal;416;1;8;5,67;124,34;24/06/2026;29/06/2026;1
50807;01/03/2026;10074;20061;3;Tienda;Rapidex;Normal;93;1;16;9,9;920,52;02/03/2026;02/03/2026;0
50808;02/02/2026;10176;20037;4;App;Gopack;Normal;739;5;22;16,92;1647,08;07/02/2026;12/02/2026;1
50809;13/01/2025;10226;20031;2;App;Transnova;Normal;626;2;19;13,76;68,24;15/01/2025;18/01/2025;1
50810;14/05/2025;10161;20039;4;App;Transnova;Alta;5;5;20;9,4;394;19/05/2025;20/05/2025;1
50811;02/07/2025;10051;20041;3;Web;Blueship;Normal;211;2;29;7,57;186,51;04/07/2025;09/07/2025;1
50812;24/07/2025;10255;20015;3;Web;Rapidex;Normal;222;1;20;8,19;502,17;25/07/2025;25/07/2025;0
50813;26/02/2025;10065;20048;2;App;Transnova;Normal;33;1;23;5,29;479,48;27/02/2025;05/03/2025;1
50814;23/02/2026;10104;20010;2;App;Transnova;Normal;324;1;15;9,34;362,3;24/02/2026;28/02/2026;1
50815;15/06/2026;10164;20013;2;App;Gopack;Normal;348;1;0;11,6;115,38;16/06/2026;21/06/2026;1
50816;14/10/2025;10170;20023;4;Web;Transnova;Normal;81;4;13;8,93;1266;18/10/2025;18/10/2025;0
50817;24/12/2025;10209;20071;1;Web;Blueship;Alta;541;2;32;10,42;293,81;26/12/2025;28/12/2025;1
50818;27/04/2026;10183;20049;1;App;Transnova;Normal;249;2;19;8,63;133,22;29/04/2026;29/04/2026;0
50819;21/04/2025;10080;20069;5;App;Blueship;Normal;549;4;12;13,11;1480,45;25/04/2025;25/04/2025;0
50820;01/09/2025;10223;20010;3;Web;Rapidex;Normal;343;1;25;10,43;543,45;02/09/2025;03/09/2025;1
50821;20/05/2025;10044;20073;5;App;Gopack;Normal;396;1;25;13,94;1867,25;21/05/2025;21/05/2025;0
50822;10/06/2025;10222;20059;5;App;Gopack;Normal;206;1;25;8,12;1163,5;11/06/2025;11/06/2025;0
50823;07/02/2025;10259;20041;3;Tienda;Gopack;Normal;729;3;13;14,8;186,51;10/02/2025;16/02/2025;1
50824;12/02/2025;10155;20058;4;App;Transnova;Normal;446;3;9;13,04;430,76;15/02/2025;21/02/2025;1
50825;20/03/2025;10240;20008;3;Tienda;Transnova;Normal;482;5;23;12,13;706,38;25/03/2025;28/03/2025;1
50826;16/09/2025;10128;20041;2;Tienda;Blueship;Normal;5;3;4;2,5;124,34;19/09/2025;19/09/2025;0
50827;16/06/2025;10230;20070;4;Tienda;Transnova;Normal;100;5;17;8,24;1368,72;21/06/2025;21/06/2025;0
50828;03/11/2025;10196;20001;1;Web;Rapidex;Normal;5;2;17;2,5;206,16;05/11/2025;05/11/2025;0
50829;04/02/2026;10080;20022;1;Web;Transnova;Alta;119;5;18;6,75;139,63;09/02/2026;09/02/2026;0
50830;15/06/2025;10209;20066;1;Tienda;Gopack;Normal;771;4;14;14,19;315,99;19/06/2025;23/06/2025;1
50831;26/04/2026;10010;20016;3;App;Rapidex;Normal;240;2;14;10,59;34,53;28/04/2026;04/05/2026;1
50832;18/05/2025;10107;20069;1;Tienda;Rapidex;Normal;218;5;15;6,86;296,09;23/05/2025;23/05/2025;0
50833;17/07/2025;10039;20017;2;Tienda;Gopack;Normal;244;5;2;10,08;90,52;22/07/2025;22/07/2025;0
50834;23/05/2025;10046;20054;2;Web;Gopack;Normal;301;4;22;10,95;179,12;27/05/2025;30/05/2025;1
50835;04/06/2026;10111;20074;3;Tienda;Blueship;Normal;397;2;26;9,6;788,22;06/06/2026;06/06/2026;0
50836;21/05/2026;10233;20008;2;Web;Gopack;Normal;5;2;15;4,01;470,92;23/05/2026;23/05/2026;0
50837;02/05/2025;10030;20001;5;App;Rapidex;Normal;646;1;31;14,1;1030,8;03/05/2025;08/05/2025;1
50838;15/05/2025;10230;20009;1;Tienda;Rapidex;Normal;369;1;26;9,69;394,03;16/05/2025;16/05/2025;0
50839;08/10/2025;10132;20051;3;Web;Blueship;Normal;87;2;27;5,29;986,19;10/10/2025;10/10/2025;0
50840;22/05/2026;10074;20064;3;Web;Gopack;Normal;22;5;29;6,59;1179,42;27/05/2026;27/05/2026;0
50841;22/04/2026;10015;20024;4;Web;Gopack;Alta;224;5;11;11,09;830;27/04/2026;27/04/2026;0
50842;20/08/2025;10081;20022;2;Web;Transnova;Normal;266;2;21;8,61;279,26;22/08/2025;25/08/2025;1
50843;21/01/2025;10013;20056;5;Tienda;Gopack;Alta;380;2;6;11,35;459,85;23/01/2025;26/01/2025;1
50844;25/07/2025;10122;20045;2;Web;Transnova;Normal;505;1;28;12,67;569,72;26/07/2025;27/07/2025;1
50845;27/05/2025;10098;20047;1;Web;Gopack;Normal;344;5;21;8,09;282,41;01/06/2025;01/06/2025;0
50846;17/11/2025;10112;20063;1;Web;Rapidex;Normal;123;2;20;4,78;236,55;19/11/2025;19/11/2025;0
50847;28/09/2025;10240;20018;2;Tienda;Rapidex;Alta;631;1;28;7,98;285,36;29/09/2025;29/09/2025;0
50848;18/03/2025;10234;20073;3;App;Gopack;Normal;5;2;1;7,76;1120,35;20/03/2025;25/03/2025;1
50849;17/06/2026;10096;20073;1;Web;Blueship;Normal;116;2;21;7,02;373,45;19/06/2026;19/06/2026;0
50850;29/03/2026;10191;20073;2;Web;Gopack;Alta;5;2;22;7,25;746,9;31/03/2026;05/04/2026;1
50851;14/06/2025;10084;20030;4;Tienda;Blueship;Alta;67;2;18;4,55;1209,76;16/06/2025;16/06/2025;0
50852;14/02/2025;10251;20017;3;App;Blueship;Alta;98;3;13;4,33;135,78;17/02/2025;17/02/2025;0
50853;17/06/2026;10048;20002;3;Tienda;Gopack;Normal;329;3;18;6,02;301,38;20/06/2026;20/06/2026;0
50854;03/07/2025;10204;20056;1;App;Rapidex;Normal;83;3;18;7,47;91,97;06/07/2025;06/07/2025;0
50855;08/03/2025;10086;20033;4;Tienda;Rapidex;Normal;209;2;18;7,36;644,84;10/03/2025;14/03/2025;1
50856;07/02/2026;10081;20008;3;Tienda;Gopack;Alta;465;3;11;6,48;706,38;10/02/2026;13/02/2026;1
50857;03/04/2026;10101;20007;5;App;Transnova;Normal;456;1;26;11;609,85;04/04/2026;04/04/2026;0
50858;07/02/2026;10153;20063;1;Tienda;Rapidex;Normal;196;2;11;4;236,55;09/02/2026;09/02/2026;0
50859;11/05/2026;10083;20035;3;App;Gopack;Normal;243;1;12;8,87;634,41;12/05/2026;12/05/2026;0
50860;08/05/2026;10132;20038;3;Web;Rapidex;Normal;646;3;17;16,35;391,32;11/05/2026;13/05/2026;1
50861;26/12/2025;10039;20043;1;Web;Rapidex;Normal;740;1;13;13,37;65,51;27/12/2025;27/12/2025;0
50862;18/03/2025;10050;20056;3;App;Blueship;Normal;98;2;17;2,65;275,91;20/03/2025;26/03/2025;1
50863;30/08/2025;10176;20001;5;App;Gopack;Normal;416;1;0;15,04;1030,8;31/08/2025;03/09/2025;1
50864;21/11/2025;10169;20043;2;App;Transnova;Normal;155;4;15;3,45;131,02;25/11/2025;28/11/2025;1
50865;09/06/2025;10130;20002;2;App;Gopack;Normal;698;5;9;10,3;200,92;14/06/2025;17/06/2025;1
50866;13/02/2026;10074;20033;4;Tienda;Transnova;Normal;343;1;17;9,85;644,84;14/02/2026;14/02/2026;0
50867;02/10/2025;10240;20005;5;Tienda;Gopack;Normal;668;2;24;17,94;973;04/10/2025;06/10/2025;1
50868;18/08/2025;10151;20033;4;App;Rapidex;Normal;191;3;39;9,28;644,84;21/08/2025;22/08/2025;1
50869;29/12/2025;10147;20032;2;Tienda;Rapidex;Normal;353;4;0;9,79;290,74;02/01/2026;02/01/2026;0
50870;19/05/2026;10223;20036;3;Web;Rapidex;Normal;140;5;23;10,29;744,6;24/05/2026;24/05/2026;0
50871;04/11/2025;10191;20036;2;Tienda;Gopack;Alta;85;5;17;7,13;496,4;09/11/2025;10/11/2025;1
50872;17/06/2025;10152;20045;4;Web;Transnova;Normal;216;2;38;11,5;1139,44;19/06/2025;19/06/2025;0
50873;22/09/2025;10231;20020;2;Tienda;Gopack;Normal;753;2;10;15,29;549,02;24/09/2025;28/09/2025;1
50874;28/05/2026;10040;20002;4;Tienda;Rapidex;Normal;536;3;21;13,54;401,84;31/05/2026;05/06/2026;1
50875;15/01/2025;10132;20057;3;App;Blueship;Normal;108;3;13;7,97;697,23;18/01/2025;20/01/2025;1
50876;05/07/2026;10163;20042;4;App;Rapidex;Alta;191;4;12;7,24;753,64;09/07/2026;09/07/2026;0
50877;29/05/2026;10131;20025;5;Web;Transnova;Alta;282;2;35;13,42;1609,95;31/05/2026;01/06/2026;1
50878;02/06/2026;10011;20012;2;Web;Blueship;Normal;161;1;0;5,24;55,36;03/06/2026;03/06/2026;0
50879;27/06/2026;10097;20006;2;Tienda;Transnova;Normal;547;4;6;11,49;97,32;01/07/2026;02/07/2026;1
50880;08/10/2025;10227;20037;1;App;Blueship;Alta;5;3;20;8,84;411,77;11/10/2025;11/10/2025;0
50881;29/04/2026;10204;20034;5;Web;Gopack;Normal;388;5;11;13,79;1284,1;04/05/2026;04/05/2026;0
50882;19/03/2026;10199;20054;1;Tienda;Gopack;Normal;449;5;21;9,14;89,56;24/03/2026;26/03/2026;1
50883;24/12/2025;10048;20007;4;App;Rapidex;Alta;97;5;32;8,88;487,88;29/12/2025;29/12/2025;0
50884;05/05/2025;10038;20057;1;Web;Gopack;Normal;5;2;10;3,73;232,41;07/05/2025;07/05/2025;0
50885;16/06/2026;10039;20033;3;Tienda;Transnova;Alta;335;5;25;10,41;483,63;21/06/2026;24/06/2026;1
50886;21/02/2026;10022;20073;3;Web;Gopack;Normal;162;4;24;4,06;1120,35;25/02/2026;25/02/2026;0
50887;13/03/2025;10220;20068;4;App;Rapidex;Normal;523;1;34;14,79;517,56;14/03/2025;16/03/2025;1
50888;25/10/2025;10043;20025;4;App;Transnova;Normal;306;2;11;10,36;1287,96;27/10/2025;29/10/2025;1
50889;08/04/2025;10210;20015;1;App;Blueship;Normal;493;2;35;9,6;167,39;10/04/2025;15/04/2025;1
50890;20/12/2025;10165;20069;3;Tienda;Blueship;Normal;106;4;3;5,12;888,27;24/12/2025;24/12/2025;0
50891;24/09/2025;10167;20007;4;Web;Rapidex;Normal;620;3;12;15,46;487,88;27/09/2025;30/09/2025;1
50892;03/12/2025;10155;20048;2;Tienda;Blueship;Normal;327;1;23;5,87;479,48;04/12/2025;04/12/2025;0
50893;22/11/2025;10160;20050;4;Web;Gopack;Normal;473;5;7;10,57;1317,36;27/11/2025;27/11/2025;0
50894;05/04/2025;10076;20039;4;Tienda;Blueship;Normal;400;2;0;13,93;394;07/04/2025;07/04/2025;0
50895;26/08/2025;10171;20016;2;Web;Transnova;Normal;356;3;13;6,92;23,02;29/08/2025;01/09/2025;1
50896;07/07/2025;10206;20058;1;App;Gopack;Normal;422;2;14;11,16;107,69;09/07/2025;09/07/2025;0
50897;10/10/2025;10072;20045;1;App;Gopack;Normal;383;1;7;7,27;284,86;11/10/2025;11/10/2025;0
50898;18/09/2025;10114;20001;4;Web;Blueship;Normal;591;3;23;13,91;824,64;21/09/2025;27/09/2025;1
50899;26/01/2026;10081;20005;3;Tienda;Transnova;Normal;19;3;27;6,76;583,8;29/01/2026;29/01/2026;0
50900;17/02/2025;10248;20033;5;Web;Transnova;Normal;329;4;0;13,88;806,05;21/02/2025;22/02/2025;1
50901;08/02/2025;10125;20025;4;Web;Gopack;Normal;697;1;30;12,29;1287,96;09/02/2025;13/02/2025;1
50902;18/05/2025;10223;20037;5;Web;Blueship;Normal;239;3;13;12,89;2058,85;21/05/2025;26/05/2025;1
50903;01/06/2026;10167;20043;5;Web;Transnova;Normal;243;1;9;14,4;327,55;02/06/2026;06/06/2026;1
50904;08/07/2025;10227;20037;3;Web;Gopack;Normal;108;5;1;7,79;1235,31;13/07/2025;13/07/2025;0
50905;07/01/2026;10180;20024;2;Web;Transnova;Normal;302;2;27;8,05;415;09/01/2026;13/01/2026;1
50906;21/02/2025;10141;20004;5;Web;Gopack;Alta;5;5;25;11,48;1869,6;26/02/2025;26/02/2025;0
50907;28/02/2026;10131;20041;4;Web;Rapidex;Normal;160;1;12;7,96;248,68;01/03/2026;01/03/2026;0
50908;21/08/2025;10114;20046;3;App;Rapidex;Normal;5;4;13;7,68;414,03;25/08/2025;25/08/2025;0
50909;15/01/2026;10019;20033;1;Web;Rapidex;Normal;347;4;11;10,36;161,21;19/01/2026;23/01/2026;1
50910;20/07/2025;10015;20047;4;Tienda;Blueship;Normal;333;3;18;15,22;1129,64;23/07/2025;27/07/2025;1
50911;26/06/2026;10071;20044;1;Tienda;Gopack;Normal;403;5;11;11,76;88,02;01/07/2026;01/07/2026;0
50912;20/01/2026;10203;20042;2;App;Rapidex;Normal;332;3;26;9,88;376,82;23/01/2026;23/01/2026;0
